JourName;TransactionDay;CountTransaction;ConsommationHier;MSemaineDernier;MSemaine7;ConsoMmJrAnP;ConsoMmJrMP;ConsoMmJrSmDer;MoyenneMoisPrec;MoyenneMMSAnPrec;MoyenneMMmAnPrec;ConsommationMaxMDer;IdGab;PoidJr;PoidName;PoidTot;SumRetrait;Id;weekDay;year;weekMonth
dimanche;2016-05-01;106;124400;119776;119266;133000;NULL;124427;120826;129897;127590;124427;GAB-WN-01;4;1;4;101000;720;18;2016;1
lundi;2016-05-02;174;101000;118529;119266;184100;NULL;124427;120826;146579;127590;124427;GAB-WN-01;4;3;12;124427;721;19;2016;1
mardi;2016-05-03;174;124427;118529;119266;124427;NULL;124427;120826;146579;127590;124427;GAB-WN-01;4;2;8;124427;722;19;2016;1
mercredi;2016-05-04;120;124427;118529;119838;124427;NULL;106600;120826;146579;127590;124427;GAB-WN-01;4;2;8;129000;723;19;2016;1
jeudi;2016-05-05;174;129000;118529;122066;188800;NULL;124427;120826;146579;127590;124427;GAB-WN-01;3;2;6;124427;724;19;2016;1
vendredi;2016-05-06;174;124427;118529;122066;159500;NULL;124427;120826;146579;127590;124427;GAB-WN-01;3;6;18;124427;725;19;2016;1
samedi;2016-05-07;154;124427;118529;124551;142100;NULL;124400;120826;146579;127590;124427;GAB-WN-01;3;7;21;144300;726;19;2016;1
dimanche;2016-05-08;103;144300;118529;119926;102700;NULL;101000;120826;146579;127590;124427;GAB-WN-01;3;1;3;87400;727;19;2016;2
lundi;2016-05-09;157;87400;122629;124338;101800;NULL;124427;120826;107950;127590;124427;GAB-WN-01;3;3;9;136300;728;20;2016;2
mardi;2016-05-10;174;136300;122629;124338;120600;NULL;124427;120826;107950;127590;124427;GAB-WN-01;3;2;6;124427;729;20;2016;2
mercredi;2016-05-11;174;124427;122629;124338;87600;NULL;129000;120826;107950;127590;124427;GAB-WN-01;3;2;6;124427;730;20;2016;2
jeudi;2016-05-12;110;124427;122629;120801;124427;NULL;124427;120826;107950;127590;124427;GAB-WN-01;3;2;6;100700;731;20;2016;2
vendredi;2016-05-13;174;100700;122629;120801;85500;NULL;124427;120826;107950;127590;124427;GAB-WN-01;3;6;18;124427;732;20;2016;2
samedi;2016-05-14;174;124427;122629;120801;111300;NULL;144300;120826;107950;127590;124427;GAB-WN-01;3;7;21;124427;733;20;2016;2
dimanche;2016-05-15;174;124427;122629;118316;124427;124427;87400;120826;107950;127590;124427;GAB-WN-01;3;1;3;124427;734;20;2016;3
lundi;2016-05-16;100;124427;122733;120116;121200;124427;136300;120826;118732;127590;124427;GAB-WN-01;3;3;9;101800;735;21;2016;3
mardi;2016-05-17;174;101800;122733;118632;94300;124427;124427;120826;118732;127590;124427;GAB-WN-01;3;2;6;124427;736;21;2016;3
mercredi;2016-05-18;126;124427;122733;116141;98400;124427;124427;120826;118732;127590;124427;GAB-WN-01;3;2;6;104500;737;21;2016;3
jeudi;2016-05-19;174;104500;122733;116141;148500;117800;100700;120826;118732;127590;124427;GAB-WN-01;2;2;4;124427;738;21;2016;3
vendredi;2016-05-20;174;124427;122733;119107;108300;NULL;124427;120826;118732;127590;124427;GAB-WN-01;2;6;12;124427;739;21;2016;3
samedi;2016-05-21;104;124427;122733;114929;136000;NULL;124427;120826;118732;127590;124427;GAB-WN-01;2;7;14;91000;740;21;2016;3
dimanche;2016-05-22;110;91000;122733;112576;124427;124427;124427;120826;118732;127590;124427;GAB-WN-01;2;1;2;105600;741;21;2016;4
lundi;2016-05-23;174;105600;110883;112576;117700;124427;101800;120826;129040;127590;124427;GAB-WN-01;2;3;6;124427;742;22;2016;4
mardi;2016-05-24;125;124427;110883;114788;116300;124427;124427;120826;129040;127590;124427;GAB-WN-01;2;2;4;119500;743;22;2016;4
mercredi;2016-05-25;174;119500;110883;114788;124427;106600;104500;120826;129040;127590;124427;GAB-WN-01;2;2;4;124427;744;22;2016;4
jeudi;2016-05-26;174;124427;110883;117279;124427;124427;124427;120826;129040;127590;124427;GAB-WN-01;4;2;8;124427;745;22;2016;4
vendredi;2016-05-27;126;124427;110883;120013;161100;124427;124427;120826;129040;127590;124427;GAB-WN-01;4;6;24;146300;746;22;2016;4
samedi;2016-05-28;174;146300;110883;120013;124427;98500;91000;120826;129040;127590;124427;GAB-WN-01;4;7;28;124427;747;22;2016;4
dimanche;2016-05-29;174;124427;110883;124191;134900;NULL;105600;120826;129040;127590;124427;GAB-WN-01;4;1;4;124427;748;22;2016;5
lundi;2016-05-30;174;124427;126847;126545;124427;NULL;124427;120826;131679;127590;124427;GAB-WN-01;4;3;12;124427;749;23;2016;5
mardi;2016-05-31;174;124427;126847;126545;124427;NULL;119500;120826;131679;127590;124427;GAB-WN-01;4;2;8;124427;750;23;2016;5
mercredi;2016-06-01;105;124427;126847;127157;160500;129000;124427;120371;131679;123452;146300;GAB-WN-01;4;2;8;124400;751;23;2016;1
jeudi;2016-06-02;167;124400;126847;132029;140400;124427;124427;120371;131679;123452;146300;GAB-WN-01;4;2;8;163400;752;23;2016;1
vendredi;2016-06-03;110;163400;126847;130526;136300;124427;146300;120371;131679;123452;146300;GAB-WN-01;4;6;24;112400;753;23;2016;1
samedi;2016-06-04;157;112400;126847;133126;152600;144300;124427;120371;131679;123452;146300;GAB-WN-01;4;7;28;167100;754;23;2016;1
dimanche;2016-06-05;174;167100;126847;133126;83100;101000;124427;120371;131679;123452;146300;GAB-WN-01;3;1;3;124427;755;23;2016;1
lundi;2016-06-06;174;124427;134368;133126;138800;124427;124427;120371;115071;123452;146300;GAB-WN-01;3;3;9;124427;756;24;2016;1
mardi;2016-06-07;131;124427;134368;133985;122900;124427;124427;120371;115071;123452;146300;GAB-WN-01;3;2;6;131300;757;24;2016;1
mercredi;2016-06-08;106;131300;134368;131081;108700;124427;124400;120371;115071;123452;146300;GAB-WN-01;3;2;6;101200;758;24;2016;2
jeudi;2016-06-09;134;101200;134368;128569;111100;100700;163400;120371;115071;123452;146300;GAB-WN-01;3;2;6;104300;759;24;2016;2
vendredi;2016-06-10;174;104300;134368;123697;109000;124427;112400;120371;115071;123452;146300;GAB-WN-01;3;6;18;124427;760;24;2016;2
samedi;2016-06-11;100;124427;134368;121660;111400;124427;167100;120371;115071;123452;146300;GAB-WN-01;3;7;21;96100;761;24;2016;2
dimanche;2016-06-12;174;96100;134368;116326;103600;87400;124427;120371;115071;123452;146300;GAB-WN-01;3;1;3;124427;762;24;2016;2
lundi;2016-06-13;124;124427;115168;114310;149600;136300;124427;120371;128340;123452;146300;GAB-WN-01;3;3;9;108300;763;25;2016;2
mardi;2016-06-14;174;108300;115168;114310;144900;124427;131300;120371;128340;123452;146300;GAB-WN-01;3;2;6;124427;764;25;2016;2
mercredi;2016-06-15;174;124427;115168;113451;116100;104500;101200;120371;128340;123452;146300;GAB-WN-01;3;2;6;124427;765;25;2016;3
jeudi;2016-06-16;174;124427;115168;116354;124427;124427;104300;120371;128340;123452;146300;GAB-WN-01;3;2;6;124427;766;25;2016;3
vendredi;2016-06-17;174;124427;115168;118870;124427;124427;124427;120371;128340;123452;146300;GAB-WN-01;3;6;18;124427;767;25;2016;3
samedi;2016-06-18;110;124427;115168;116466;114500;91000;96100;120371;128340;123452;146300;GAB-WN-01;3;7;21;105200;768;25;2016;3
dimanche;2016-06-19;174;105200;115168;120007;124427;124427;124427;120371;128340;123452;146300;GAB-WN-01;2;1;2;124427;769;25;2016;3
lundi;2016-06-20;174;124427;119376;120007;114200;101800;108300;120371;118579;123452;146300;GAB-WN-01;2;3;6;124427;770;26;2016;3
mardi;2016-06-21;100;124427;119376;119457;94000;124427;124427;120371;118579;123452;146300;GAB-WN-01;2;2;4;103900;771;26;2016;3
mercredi;2016-06-22;109;103900;119376;117379;124427;124427;124427;120371;118579;123452;146300;GAB-WN-01;2;2;4;107800;772;26;2016;4
jeudi;2016-06-23;174;107800;119376;117379;120400;124427;124427;120371;118579;123452;146300;GAB-WN-01;2;2;4;124427;773;26;2016;4
vendredi;2016-06-24;124;124427;119376;115551;107400;146300;124427;120371;118579;123452;146300;GAB-WN-01;2;6;12;109800;774;26;2016;4
samedi;2016-06-25;122;109800;119376;115685;145200;124427;105200;120371;118579;123452;146300;GAB-WN-01;2;7;14;125500;775;26;2016;4
dimanche;2016-06-26;102;125500;119376;114135;124427;105600;124427;120371;118579;123452;146300;GAB-WN-01;4;1;4;92800;776;26;2016;4
lundi;2016-06-27;115;92800;112664;111681;124427;124427;124427;120371;142792;123452;146300;GAB-WN-01;4;3;12;104800;777;27;2016;4
mardi;2016-06-28;122;104800;112664;109440;NULL;119500;103900;120371;142792;123452;146300;GAB-WN-01;4;2;8;106500;778;27;2016;4
mercredi;2016-06-29;174;106500;112664;112006;175700;NULL;107800;120371;142792;123452;146300;GAB-WN-01;4;2;8;124427;779;27;2016;5
jeudi;2016-06-30;174;124427;112664;114085;124427;NULL;124427;120371;142792;123452;146300;GAB-WN-01;4;2;8;124427;780;27;2016;5
vendredi;2016-07-01;127;124427;112664;116994;191000;112400;109800;119411;142792;136365;167100;GAB-WN-01;4;6;24;147700;781;27;2016;1
samedi;2016-07-02;174;147700;112664;118822;139900;167100;125500;119411;142792;136365;167100;GAB-WN-01;4;7;28;124427;782;27;2016;1
dimanche;2016-07-03;174;124427;112664;118688;101300;124427;92800;119411;142792;136365;167100;GAB-WN-01;4;1;4;124427;783;27;2016;1
lundi;2016-07-04;174;124427;122386;122641;119900;124427;104800;119411;120250;136365;167100;GAB-WN-01;4;3;12;124427;784;28;2016;1
mardi;2016-07-05;131;124427;122386;128866;124427;131300;106500;119411;120250;136365;167100;GAB-WN-01;3;2;6;154600;785;28;2016;1
mercredi;2016-07-06;174;154600;122386;131107;108900;124400;124427;119411;120250;136365;167100;GAB-WN-01;3;2;6;124427;786;28;2016;1
jeudi;2016-07-07;174;124427;122386;131107;124427;163400;124427;119411;120250;136365;167100;GAB-WN-01;3;2;6;124427;787;28;2016;1
vendredi;2016-07-08;174;124427;122386;131107;114200;124427;147700;119411;120250;136365;167100;GAB-WN-01;3;6;18;124427;788;28;2016;2
samedi;2016-07-09;120;124427;122386;126770;151700;96100;124427;119411;120250;136365;167100;GAB-WN-01;3;7;21;113000;789;28;2016;2
dimanche;2016-07-10;108;113000;122386;123641;98200;124427;124427;119411;120250;136365;167100;GAB-WN-01;3;1;3;99400;790;28;2016;2
lundi;2016-07-11;158;99400;123529;126201;147100;108300;124427;119411;140111;136365;167100;GAB-WN-01;3;3;9;144900;791;29;2016;2
mardi;2016-07-12;126;144900;123529;126960;124427;124427;154600;119411;140111;136365;167100;GAB-WN-01;3;2;6;130500;792;29;2016;2
mercredi;2016-07-13;118;130500;123529;121510;177500;101200;124427;119411;140111;136365;167100;GAB-WN-01;3;2;6;111000;793;29;2016;2
jeudi;2016-07-14;116;111000;123529;119169;141200;104300;124427;119411;140111;136365;167100;GAB-WN-01;3;2;6;105700;794;29;2016;2
vendredi;2016-07-15;151;105700;123529;118365;141700;124427;124427;119411;140111;136365;167100;GAB-WN-01;3;6;18;118000;795;29;2016;3
samedi;2016-07-16;113;118000;123529;115200;124427;105200;113000;119411;140111;136365;167100;GAB-WN-01;3;7;21;99100;796;29;2016;3
dimanche;2016-07-17;103;99100;123529;114425;124427;124427;99400;119411;140111;136365;167100;GAB-WN-01;3;1;3;106800;797;29;2016;3
lundi;2016-07-18;130;106800;116571;117600;124427;124427;144900;119411;135189;136365;167100;GAB-WN-01;3;3;9;124800;798;30;2016;3
mardi;2016-07-19;130;124800;116571;116962;132300;103900;130500;119411;135189;136365;167100;GAB-WN-01;2;2;4;139800;799;30;2016;3
mercredi;2016-07-20;174;139800;116571;116203;151300;124427;111000;119411;135189;136365;167100;GAB-WN-01;2;2;4;124427;800;30;2016;3
jeudi;2016-07-21;174;124427;116571;117881;114100;124427;105700;119411;135189;136365;167100;GAB-WN-01;2;2;4;124427;801;30;2016;3
vendredi;2016-07-22;110;124427;116571;119569;141900;109800;118000;119411;135189;136365;167100;GAB-WN-01;2;6;12;119200;802;30;2016;4
samedi;2016-07-23;150;119200;116571;126056;170000;125500;99100;119411;135189;136365;167100;GAB-WN-01;2;7;14;169900;803;30;2016;4
dimanche;2016-07-24;174;169900;116571;129222;112300;92800;106800;119411;135189;136365;167100;GAB-WN-01;2;1;2;124427;804;30;2016;4
lundi;2016-07-25;133;124427;132425;134960;139200;104800;124800;119411;139286;136365;167100;GAB-WN-01;2;3;6;152700;805;31;2016;4
mardi;2016-07-26;129;152700;132425;134910;175700;106500;139800;119411;139286;136365;167100;GAB-WN-01;4;2;8;124400;806;31;2016;4
mercredi;2016-07-27;135;124400;132425;135972;162400;107800;124427;119411;139286;136365;167100;GAB-WN-01;4;2;8;148300;807;31;2016;4
jeudi;2016-07-28;151;148300;132425;141431;124427;124427;124427;119411;139286;136365;167100;GAB-WN-01;4;2;8;168100;808;31;2016;4
vendredi;2016-07-29;163;168100;132425;148653;124427;NULL;119200;119411;139286;136365;167100;GAB-WN-01;4;6;24;182200;809;31;2016;5
samedi;2016-07-30;148;182200;132425;151978;124427;NULL;169900;119411;139286;136365;167100;GAB-WN-01;4;7;28;145800;810;31;2016;5
dimanche;2016-07-31;147;145800;132425;148253;124427;NULL;124427;119411;139286;136365;167100;GAB-WN-01;4;1;4;140100;811;31;2016;5
lundi;2016-08-01;174;140100;151657;148253;124427;124427;152700;131156;126168;139467;182200;GAB-WN-01;4;3;12;124427;812;32;2016;1
mardi;2016-08-02;174;124427;151657;144719;124427;154600;124400;131156;126168;139467;182200;GAB-WN-01;4;2;8;124427;813;32;2016;1
mercredi;2016-08-03;145;124427;151657;148706;124427;124427;148300;131156;126168;139467;182200;GAB-WN-01;4;2;8;156300;814;32;2016;1
jeudi;2016-08-04;174;156300;151657;145722;151900;124427;168100;131156;126168;139467;182200;GAB-WN-01;4;2;8;124427;815;32;2016;1
samedi;2016-08-06;174;NULL;151657;117488;117200;124427;145800;131156;126168;139467;182200;GAB-WN-01;3;7;21;124427;816;32;2016;1
dimanche;2016-08-07;129;124427;151657;115438;99400;124427;140100;131156;126168;139467;182200;GAB-WN-01;3;1;3;129400;817;32;2016;1
lundi;2016-08-08;174;129400;130568;113479;160900;144900;124427;131156;151718;139467;182200;GAB-WN-01;3;3;9;124427;818;33;2016;2
mardi;2016-08-09;174;124427;130568;113479;149300;130500;124427;131156;151718;139467;182200;GAB-WN-01;3;2;6;124427;819;33;2016;2
mercredi;2016-08-10;174;124427;130568;113479;163400;111000;156300;131156;151718;139467;182200;GAB-WN-01;3;2;6;124427;820;33;2016;2
jeudi;2016-08-11;133;124427;130568;110229;174500;105700;124427;131156;151718;139467;182200;GAB-WN-01;3;2;6;130300;821;33;2016;2
vendredi;2016-08-12;174;130300;130568;110229;143100;124427;NULL;131156;151718;139467;182200;GAB-WN-01;3;6;18;124427;822;33;2016;2
samedi;2016-08-13;150;124427;130568;130916;146400;113000;124427;131156;151718;139467;182200;GAB-WN-01;3;7;21;165500;823;33;2016;2
dimanche;2016-08-14;103;165500;130568;126813;124427;99400;129400;131156;151718;139467;182200;GAB-WN-01;3;1;3;91600;824;33;2016;2
lundi;2016-08-15;174;91600;126444;126191;116800;124800;124427;131156;137171;139467;182200;GAB-WN-01;3;3;9;124427;825;34;2016;3
mardi;2016-08-16;140;124427;126444;126263;175000;139800;124427;131156;137171;139467;182200;GAB-WN-01;3;2;6;125000;826;34;2016;3
mercredi;2016-08-17;136;125000;126444;125722;141300;124427;124427;131156;137171;139467;182200;GAB-WN-01;3;2;6;120100;827;34;2016;3
jeudi;2016-08-18;174;120100;126444;125722;124700;124427;130300;131156;137171;139467;182200;GAB-WN-01;3;2;6;124427;828;34;2016;3
vendredi;2016-08-19;140;124427;126444;125110;130800;118000;124427;131156;137171;139467;182200;GAB-WN-01;2;6;12;125400;829;34;2016;3
samedi;2016-08-20;161;125400;126444;132006;129600;99100;165500;131156;137171;139467;182200;GAB-WN-01;2;7;14;179600;830;34;2016;3
dimanche;2016-08-21;104;179600;126444;124219;142000;106800;91600;131156;137171;139467;182200;GAB-WN-01;2;1;2;103200;831;34;2016;3
lundi;2016-08-22;158;103200;128879;133444;135900;152700;124427;131156;143018;139467;182200;GAB-WN-01;2;3;6;165400;832;35;2016;4
mardi;2016-08-23;174;165400;128879;133444;140300;124400;125000;131156;143018;139467;182200;GAB-WN-01;2;2;4;124427;833;35;2016;4
mercredi;2016-08-24;112;124427;128879;131469;124427;148300;120100;131156;143018;139467;182200;GAB-WN-01;2;2;4;109200;834;35;2016;4
jeudi;2016-08-25;126;109200;128879;132031;188400;168100;124427;131156;143018;139467;182200;GAB-WN-01;2;2;4;124600;835;35;2016;4
vendredi;2016-08-26;102;124600;128879;128190;133500;119200;125400;131156;143018;139467;182200;GAB-WN-01;4;6;24;93700;836;35;2016;4
samedi;2016-08-27;119;93700;128879;128190;157700;169900;179600;131156;143018;139467;182200;GAB-WN-01;4;7;28;125400;837;35;2016;4
dimanche;2016-08-28;102;125400;128879;116540;120900;124427;103200;131156;143018;139467;182200;GAB-WN-01;4;1;4;86400;838;35;2016;4
lundi;2016-08-29;174;86400;118446;119194;168100;NULL;165400;131156;140879;139467;182200;GAB-WN-01;4;3;12;124427;839;36;2016;5
mardi;2016-08-30;156;124427;118446;119144;124427;NULL;124427;131156;140879;139467;182200;GAB-WN-01;4;2;8;165000;840;36;2016;5
mercredi;2016-08-31;174;165000;118446;119144;124427;NULL;109200;131156;140879;139467;182200;GAB-WN-01;4;2;8;124427;841;36;2016;5
jeudi;2016-09-01;162;124427;118446;128069;206200;124427;124600;127121;140879;140243;179600;GAB-WN-01;4;2;8;180600;842;36;2016;1
vendredi;2016-09-02;163;180600;118446;135469;156500;NULL;93700;127121;140879;140243;179600;GAB-WN-01;4;6;24;183800;843;36;2016;1
samedi;2016-09-03;161;183800;118446;148456;104700;124427;125400;127121;140879;140243;179600;GAB-WN-01;4;7;28;197600;844;36;2016;1
dimanche;2016-09-04;123;197600;118446;149556;101800;129400;86400;127121;140879;140243;179600;GAB-WN-01;4;1;4;134200;845;36;2016;1
lundi;2016-09-05;153;134200;158579;161969;176200;124427;124427;127121;128885;140243;179600;GAB-WN-01;3;3;9;185700;846;37;2016;1
mardi;2016-09-06;174;185700;158579;161969;124000;124427;165000;127121;128885;140243;179600;GAB-WN-01;3;2;6;124427;847;37;2016;1
mercredi;2016-09-07;151;124427;158579;163119;128500;156300;124427;127121;128885;140243;179600;GAB-WN-01;3;2;6;174200;848;37;2016;1
jeudi;2016-09-08;174;174200;158579;163119;139700;130300;180600;127121;128885;140243;179600;GAB-WN-01;3;2;6;124427;849;37;2016;2
vendredi;2016-09-09;166;124427;158579;169044;109600;124427;183800;127121;128885;140243;179600;GAB-WN-01;3;6;18;228000;850;37;2016;2
samedi;2016-09-10;145;228000;158579;167894;148100;165500;197600;127121;128885;140243;179600;GAB-WN-01;3;7;21;174600;851;37;2016;2
dimanche;2016-09-11;133;174600;158579;159469;76100;91600;134200;127121;128885;140243;179600;GAB-WN-01;3;1;3;130200;852;37;2016;2
lundi;2016-09-12;174;130200;163079;158247;117500;124427;185700;127121;148732;140243;179600;GAB-WN-01;3;3;9;124427;853;38;2016;2
mardi;2016-09-13;174;124427;163079;150588;141100;124427;124427;127121;148732;140243;179600;GAB-WN-01;3;2;6;124427;854;38;2016;2
mercredi;2016-09-14;174;124427;163079;150588;170300;124427;174200;127121;148732;140243;179600;GAB-WN-01;3;2;6;124427;855;38;2016;2
jeudi;2016-09-15;174;124427;163079;144366;132000;124427;124427;127121;148732;140243;179600;GAB-WN-01;3;2;6;124427;856;38;2016;3
vendredi;2016-09-16;174;124427;163079;144366;170300;125400;228000;127121;148732;140243;179600;GAB-WN-01;3;6;18;124427;857;38;2016;3
samedi;2016-09-17;107;124427;163079;130279;124427;179600;174600;127121;148732;140243;179600;GAB-WN-01;3;7;21;115300;858;38;2016;3
dimanche;2016-09-18;174;115300;163079;124007;185500;103200;130200;127121;148732;140243;179600;GAB-WN-01;3;1;3;124427;859;38;2016;3
lundi;2016-09-19;111;124427;123123;122232;124427;124427;124427;127121;144676;140243;179600;GAB-WN-01;2;3;6;116000;860;39;2016;3
mardi;2016-09-20;110;116000;123123;120766;217500;125000;124427;127121;144676;140243;179600;GAB-WN-01;2;2;4;112700;861;39;2016;3
mercredi;2016-09-21;174;112700;123123;120766;173100;120100;124427;127121;144676;140243;179600;GAB-WN-01;2;2;4;124427;862;39;2016;3
jeudi;2016-09-22;174;124427;123123;120766;124427;124600;124427;127121;144676;140243;179600;GAB-WN-01;2;2;4;124427;863;39;2016;4
vendredi;2016-09-23;104;124427;123123;118663;124427;93700;124427;127121;144676;140243;179600;GAB-WN-01;2;6;12;107600;864;39;2016;4
samedi;2016-09-24;104;107600;123123;115672;124427;125400;115300;127121;144676;140243;179600;GAB-WN-01;2;7;14;100500;865;39;2016;4
dimanche;2016-09-25;174;100500;123123;116813;124427;86400;124427;127121;144676;140243;179600;GAB-WN-01;2;1;2;124427;866;39;2016;4
lundi;2016-09-26;174;124427;115725;116813;123300;165400;116000;127121;134414;140243;179600;GAB-WN-01;4;3;12;124427;867;40;2016;4
mardi;2016-09-27;174;124427;115725;117866;161000;124427;112700;127121;134414;140243;179600;GAB-WN-01;4;2;8;124427;868;40;2016;4
mercredi;2016-09-28;174;124427;115725;119332;148900;109200;124427;127121;134414;140243;179600;GAB-WN-01;4;2;8;124427;869;40;2016;4
jeudi;2016-09-29;174;124427;115725;119332;149300;NULL;124427;127121;134414;140243;179600;GAB-WN-01;4;2;8;124427;870;40;2016;5
vendredi;2016-09-30;133;124427;115725;125391;152700;NULL;107600;127121;134414;140243;179600;GAB-WN-01;4;6;24;172900;871;40;2016;5
samedi;2016-10-01;120;172900;115725;126929;113700;197600;100500;139343;134414;120536;228000;GAB-WN-01;4;7;28;119900;872;40;2016;1
dimanche;2016-10-02;174;119900;115725;129920;92000;134200;124427;139343;134414;120536;228000;GAB-WN-01;4;1;4;124427;873;40;2016;1
lundi;2016-10-03;174;124427;130705;129920;115100;185700;124427;139343;120175;120536;228000;GAB-WN-01;4;3;12;124427;874;41;2016;1
mardi;2016-10-04;158;124427;130705;137279;113800;124427;124427;139343;120175;120536;228000;GAB-WN-01;4;2;8;183300;875;41;2016;1
mercredi;2016-10-05;174;183300;130705;137279;146400;174200;124427;139343;120175;120536;228000;GAB-WN-01;3;2;6;124427;876;41;2016;1
jeudi;2016-10-06;123;124427;130705;134963;107700;180600;124427;139343;120175;120536;228000;GAB-WN-01;3;2;6;105900;877;41;2016;1
vendredi;2016-10-07;174;105900;130705;134963;120100;183800;172900;139343;120175;120536;228000;GAB-WN-01;3;6;18;124427;878;41;2016;1
samedi;2016-10-08;117;124427;130705;127613;113700;174600;119900;139343;120175;120536;228000;GAB-WN-01;3;7;21;114100;879;41;2016;2
dimanche;2016-10-09;174;114100;130705;128179;124427;130200;124427;139343;120175;120536;228000;GAB-WN-01;3;1;3;124427;880;41;2016;2
lundi;2016-10-10;109;124427;128715;125726;91200;124427;124427;139343;110586;120536;228000;GAB-WN-01;3;3;9;104800;881;42;2016;2
mardi;2016-10-11;104;104800;128715;123085;124427;124427;183300;139343;110586;120536;228000;GAB-WN-01;3;2;6;103300;882;42;2016;2
mercredi;2016-10-12;112;103300;128715;112072;92200;124427;124427;139343;110586;120536;228000;GAB-WN-01;3;2;6;95200;883;42;2016;2
jeudi;2016-10-13;174;95200;128715;112072;124427;124427;105900;139343;110586;120536;228000;GAB-WN-01;3;2;6;124427;884;42;2016;2
vendredi;2016-10-14;174;124427;128715;114388;93000;228000;124427;139343;110586;120536;228000;GAB-WN-01;3;6;18;124427;885;42;2016;2
samedi;2016-10-15;105;124427;128715;109122;124427;115300;114100;139343;110586;120536;228000;GAB-WN-01;3;7;21;82300;886;42;2016;3
dimanche;2016-10-16;174;82300;128715;110413;124427;124427;124427;139343;110586;120536;228000;GAB-WN-01;3;1;3;124427;887;42;2016;3
lundi;2016-10-17;104;124427;108411;105947;130400;116000;104800;139343;109532;120536;228000;GAB-WN-01;3;3;9;88700;888;43;2016;3
mardi;2016-10-18;110;88700;108411;105172;110900;112700;103300;139343;109532;120536;228000;GAB-WN-01;3;2;6;98600;889;43;2016;3
mercredi;2016-10-19;174;98600;108411;107813;123200;124427;95200;139343;109532;120536;228000;GAB-WN-01;2;2;4;124427;890;43;2016;3
jeudi;2016-10-20;174;124427;108411;111466;72500;124427;124427;139343;109532;120536;228000;GAB-WN-01;2;2;4;124427;891;43;2016;3
vendredi;2016-10-21;174;124427;108411;111466;105300;124427;124427;139343;109532;120536;228000;GAB-WN-01;2;6;12;124427;892;43;2016;3
samedi;2016-10-22;106;124427;108411;106263;100000;100500;82300;139343;109532;120536;228000;GAB-WN-01;2;7;14;82800;893;43;2016;4
dimanche;2016-10-23;174;82800;108411;111529;124427;124427;124427;139343;109532;120536;228000;GAB-WN-01;2;1;2;124427;894;43;2016;4
lundi;2016-10-24;104;124427;109686;107813;124427;124427;88700;139343;138758;120536;228000;GAB-WN-01;2;3;6;94700;895;44;2016;4
mardi;2016-10-25;174;94700;109686;112279;124427;124427;98600;139343;138758;120536;228000;GAB-WN-01;2;2;4;124427;896;44;2016;4
mercredi;2016-10-26;174;124427;109686;115507;143400;124427;124427;139343;138758;120536;228000;GAB-WN-01;4;2;8;124427;897;44;2016;4
jeudi;2016-10-27;113;124427;109686;113191;144400;124427;124427;139343;138758;120536;228000;GAB-WN-01;4;2;8;105900;898;44;2016;4
vendredi;2016-10-28;174;105900;109686;113191;185800;107600;124427;139343;138758;120536;228000;GAB-WN-01;4;6;24;124427;899;44;2016;4
samedi;2016-10-29;133;124427;109686;119001;124427;NULL;82800;139343;138758;120536;228000;GAB-WN-01;4;7;28;170900;900;44;2016;5
dimanche;2016-10-30;101;170900;109686;121226;124427;NULL;124427;139343;138758;120536;228000;GAB-WN-01;4;1;4;100600;901;44;2016;5
lundi;2016-10-31;121;100600;120768;123535;NULL;NULL;94700;139343;116483;120536;228000;GAB-WN-01;4;3;12;142900;902;45;2016;5
mardi;2016-11-01;165;142900;120768;136922;139900;183300;124427;118074;116483;118315;183300;GAB-WN-01;4;2;8;201800;903;45;2016;1
mercredi;2016-11-02;174;201800;120768;136922;134700;124427;124427;118074;116483;118315;183300;GAB-WN-01;4;2;8;124427;904;45;2016;1
jeudi;2016-11-03;150;124427;120768;139269;110600;105900;105900;118074;116483;118315;183300;GAB-WN-01;4;2;8;143200;905;45;2016;1
vendredi;2016-11-04;132;143200;120768;143294;105900;124427;124427;118074;116483;118315;183300;GAB-WN-01;4;6;24;138100;906;45;2016;1
samedi;2016-11-05;119;138100;120768;140803;122600;119900;170900;118074;116483;118315;183300;GAB-WN-01;3;7;21;104500;907;45;2016;1
dimanche;2016-11-06;174;104500;120768;134994;85200;124427;100600;118074;116483;118315;183300;GAB-WN-01;3;1;3;124427;908;45;2016;1
lundi;2016-11-07;120;124427;139907;138019;115200;124427;142900;118074;108693;118315;183300;GAB-WN-01;3;3;9;124800;909;46;2016;1
mardi;2016-11-08;124;124800;139907;133506;114000;103300;201800;118074;108693;118315;183300;GAB-WN-01;3;2;6;106800;910;46;2016;2
mercredi;2016-11-09;174;106800;139907;123835;124427;95200;124427;118074;108693;118315;183300;GAB-WN-01;3;2;6;124427;911;46;2016;2
jeudi;2016-11-10;122;124427;139907;123056;124427;124427;143200;118074;108693;118315;183300;GAB-WN-01;3;2;6;118200;912;46;2016;2
vendredi;2016-11-11;106;118200;139907;117806;103600;124427;138100;118074;108693;118315;183300;GAB-WN-01;3;6;18;101200;913;46;2016;2
samedi;2016-11-12;101;101200;139907;113544;106400;114100;104500;118074;108693;118315;183300;GAB-WN-01;3;7;21;104000;914;46;2016;2
